	target	text	sentiment
278	sd memory card reader	it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.	0
279	sd memory car expansion	it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.	0
280	LaCie 2Big external drive	I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.	0
281	firewire 800 interface	I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.	1
282	Time Machine	I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.	0
283	extra features	I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.	1
284	windows 7 home premium	I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.	1
285	Acer screen	The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.	-1
286	USB port	The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.	-1
287	boot	The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.	-1
288	image	The image is great, and the soud is excelent.	1
289	soud	The image is great, and the soud is excelent.	1
290	windows	With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.	-1
291	boot up	With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.	-1
292	shut down	With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.	-1
293	windows	With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.	-1
294	Mac OS	It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.	1
295	use	It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.	1
296	Windows 7 Starter	Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;	0
297	Windows 7 Home Premium	Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;	0
298	Windows 7 Professional	Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;	0
299	screen	The screen is a little glary, and I hated the clicking buttons, but I got used to them.	-1
300	clicking buttons	The screen is a little glary, and I hated the clicking buttons, but I got used to them.	-1
301	font	Features like the font are very block-like and old school.	-1
302	Features	Features like the font are very block-like and old school.	-1
303	programs	It is loaded with programs that is of no good for the average user, that makes it run way to slow.	-1
304	run	It is loaded with programs that is of no good for the average user, that makes it run way to slow.	-1
305	size	The only bad part is the size/weight.	-1
306	weight	The only bad part is the size/weight.	-1
307	watching movies	Its good for playing my apps on Facebook or watching movies.	1
308	playing	Its good for playing my apps on Facebook or watching movies.	1
309	build quality	From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.	-1
310	performance	From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.	-1
311	dock	I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.	1
312	program	I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.	0
313	program	I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.	1
314	price	Waiting for the i7 was well worth it, great value for the price.	1
315	i7	Waiting for the i7 was well worth it, great value for the price.	1
316	Boots up	Boots up fast and runs great!	1
317	runs	Boots up fast and runs great!	1
318	twin packing	The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.	1
319	functions	The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.	1
