	Unnamed: 0	target	text	sentiment	target_text
2339	283	extra features	I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.	1	I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium. [SEP] extra features
3777	1721	Decor	Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.	1	Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well. [SEP] Decor
2288	232	Fingerprint reader	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.	-1	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load. [SEP] Fingerprint reader
5781	3725	lunch	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	0	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent. [SEP] lunch
4297	2241	food	There is also very limited seating and there can be a substantial wait in getting food at peak times.	0	There is also very limited seating and there can be a substantial wait in getting food at peak times. [SEP] food
5282	3226	food	The service is excellent, the decor is great, and the food is delicious and comes in large portions.	1	The service is excellent, the decor is great, and the food is delicious and comes in large portions. [SEP] food
3156	1100	warranty	Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.	-1	Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook. [SEP] warranty
3459	1403	Windows 7 Home Premium	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.	0	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise. [SEP] Windows 7 Home Premium
5770	3714	chef	During the course of the past 3 months, the chef and staff changed and it was not for the better.	-1	During the course of the past 3 months, the chef and staff changed and it was not for the better. [SEP] chef
4053	1997	Indian	While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.	1	While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs. [SEP] Indian
2209	153	external monitor	Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.	0	Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares. [SEP] external monitor
5767	3711	food	If it isn't for the food (A+++), it must be the service or the ambience.	1	If it isn't for the food (A+++), it must be the service or the ambience. [SEP] food
1692	1692	LOCATION1	I would choose something in LOCATION1	1	I would choose something in LOCATION1 [SEP] LOCATION1
1087	1087	LOCATION2	You can find cheaper areas in LOCATION1 or  LOCATION2, but may not be nice for your wife and baby	-1	You can find cheaper areas in LOCATION1 or  LOCATION2, but may not be nice for your wife and baby [SEP] LOCATION2
3159	1103	Browsing	Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).	1	Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ). [SEP] Browsing
875	875	LOCATION2	LOCATION2,LOCATION1  areas are young,cool and lively	1	LOCATION2,LOCATION1  areas are young,cool and lively [SEP] LOCATION2
2371	315	i7	Waiting for the i7 was well worth it, great value for the price.	1	Waiting for the i7 was well worth it, great value for the price. [SEP] i7
1749	1749	LOCATION1	LOCATION1 aint that bad trust me	1	LOCATION1 aint that bad trust me [SEP] LOCATION1
1678	1678	LOCATION1	I really can't think of anything interesting to do in LOCATION1 - and I live not far from it	-1	I really can't think of anything interesting to do in LOCATION1 - and I live not far from it [SEP] LOCATION1
3961	1905	staff	Friendly staff that actually lets you enjoy your meal and the company you're with.	1	Friendly staff that actually lets you enjoy your meal and the company you're with. [SEP] staff
2435	379	trackpad	All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.	1	All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier. [SEP] trackpad
5420	3364	bill	Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.	0	Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip. [SEP] bill
864	864	LOCATION1	LOCATION2 is nice, and so is LOCATION1	1	LOCATION2 is nice, and so is LOCATION1 [SEP] LOCATION1
1609	1609	LOCATION1	Alternatively, there is the very popular area of LOCATION1 (and also LOCATION2) although these are probably more expensive	1	Alternatively, there is the very popular area of LOCATION1 (and also LOCATION2) although these are probably more expensive [SEP] LOCATION1
2710	654	programs	I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.	0	I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs. [SEP] programs
5945	3889	table grilling	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	1	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling. [SEP] table grilling
4183	2127	service	they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.	1	they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration. [SEP] service
418	418	LOCATION1	I spent over four years studying, living and working in LOCATION1 and loved every minute  	1	I spent over four years studying, living and working in LOCATION1 and loved every minute   [SEP] LOCATION1
1282	1282	LOCATION1	LOCATION1 and LOCATION2 no go areas	-1	LOCATION1 and LOCATION2 no go areas [SEP] LOCATION1
5171	3115	bagels	Good bagels and good cream cheese.	1	Good bagels and good cream cheese. [SEP] bagels
3477	1421	plate	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	0	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it. [SEP] plate
3601	1545	creme brulee	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	-1	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene. [SEP] creme brulee
955	955	LOCATION1	Personally, I would prefer LOCATION1 for its proximity to LOCATION2, a nice part of the Thames and Richmond Park	1	Personally, I would prefer LOCATION1 for its proximity to LOCATION2, a nice part of the Thames and Richmond Park [SEP] LOCATION1
5822	3766	cod with pineapple tempura	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	1	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura. [SEP] cod with pineapple tempura
1209	1209	LOCATION1	However, the outer suburbs of SE London (LOCATION1 and LOCATION2) are quite pleasant  It will be absolutely fine	1	However, the outer suburbs of SE London (LOCATION1 and LOCATION2) are quite pleasant  It will be absolutely fine [SEP] LOCATION1
5185	3129	aesthetics	The aesthetics of this place are like an airport lounge.	-1	The aesthetics of this place are like an airport lounge. [SEP] aesthetics
2835	779	Screen	Screen is crystal clear and the system is very responsive.	1	Screen is crystal clear and the system is very responsive. [SEP] Screen
3287	1231	surf the web	And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.	1	And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before. [SEP] surf the web
